,year,date,round,winner,loser,games_played,court,surface,tourney_singles_draw,tournoi_unique_id,id_winner,id_loser,w_rank,w_points,l_rank,l_points
39206,2002,2002-01-07,1,rusedski_g.,golmard_j.,35,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-rusedski_g.,2002-01-07-golmard_j.,30,1075,49,722
39207,2002,2002-01-07,2,rusedski_g.,novak_j.,36,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-rusedski_g.,2002-01-07-novak_j.,30,1075,28,1146
39208,2002,2002-01-07,2,golmard_j.,kratochvil_m.,16,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-golmard_j.,2002-01-07-kratochvil_m.,49,722,44,836
39209,2002,2002-01-07,3,rusedski_g.,ivanisevic_g.,23,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-rusedski_g.,2002-01-07-ivanisevic_g.,30,1075,12,1781
39210,2002,2002-01-07,3,novak_j.,mantilla_f.,14,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-novak_j.,2002-01-07-mantilla_f.,28,1146,36,1010
39211,2002,2002-01-07,3,golmard_j.,bjorkman_j.,19,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-golmard_j.,2002-01-07-bjorkman_j.,49,722,61,605
39212,2002,2002-01-07,3,kratochvil_m.,nalbandian_d.,27,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-kratochvil_m.,2002-01-07-nalbandian_d.,44,836,45,795
39213,2002,2002-01-07,4,bjorkman_j.,safin_m.,28,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-bjorkman_j.,2002-01-07-safin_m.,61,605,11,1920
39214,2002,2002-01-07,4,ivanisevic_g.,youzhny_m.,28,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-ivanisevic_g.,2002-01-07-youzhny_m.,12,1781,60,606
39215,2002,2002-01-07,4,mantilla_f.,schalken_s.,20,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-mantilla_f.,2002-01-07-schalken_s.,36,1010,29,1140
39216,2002,2002-01-07,4,novak_j.,vicente_f.,18,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-novak_j.,2002-01-07-vicente_f.,28,1146,51,715
39217,2002,2002-01-07,4,rusedski_g.,tabara_m.,34,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-rusedski_g.,2002-01-07-tabara_m.,30,1075,99,421
39218,2002,2002-01-07,4,golmard_j.,elseneer_g.,21,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-golmard_j.,2002-01-07-elseneer_g.,49,722,205,182
39219,2002,2002-01-07,4,kratochvil_m.,nielsen_m.,17,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-kratochvil_m.,2002-01-07-nielsen_m.,44,836,458,54
39220,2002,2002-01-07,4,nalbandian_d.,clavet_f.,18,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-nalbandian_d.,2002-01-07-clavet_f.,45,795,50,715
39221,2002,2002-01-07,5,safin_m.,chang_m.,27,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-safin_m.,2002-01-07-chang_m.,11,1920,94,445
39222,2002,2002-01-07,5,ivanisevic_g.,nieminen_j.,22,Outdoor,Hard,32,2002-auckland-hard,2002-01-07-ivanisevic_g.,2002-01-07-nieminen_j.,12,1781,59,607
