,year,date,round,winner,loser,games_played,court,surface,tourney_singles_draw,tournoi_unique_id,id_winner,id_loser,w_rank,w_points,l_rank,l_points
11477,1994,1994-01-03,1,kafelnikov_y.,volkov_a.,19,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-kafelnikov_y.,1994-01-03-volkov_a.,102,0,18,0
11478,1994,1994-01-03,2,volkov_a.,kulti_n.,28,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-volkov_a.,1994-01-03-kulti_n.,18,0,46,0
11479,1994,1994-01-03,2,kafelnikov_y.,rafter_p.,19,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-kafelnikov_y.,1994-01-03-rafter_p.,102,0,66,0
11480,1994,1994-01-03,3,volkov_a.,carlsen_k.,18,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-volkov_a.,1994-01-03-carlsen_k.,18,0,92,0
11481,1994,1994-01-03,3,kafelnikov_y.,rikl_d.,33,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-kafelnikov_y.,1994-01-03-rikl_d.,102,0,95,0
11482,1994,1994-01-03,3,kulti_n.,raoux_g.,22,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-kulti_n.,1994-01-03-raoux_g.,46,0,85,0
11483,1994,1994-01-03,3,rafter_p.,stafford_g.,31,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-rafter_p.,1994-01-03-stafford_g.,66,0,86,0
11484,1994,1994-01-03,4,stafford_g.,muster_t.,33,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-stafford_g.,1994-01-03-muster_t.,86,0,9,0
11485,1994,1994-01-03,4,kafelnikov_y.,novacek_k.,17,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-kafelnikov_y.,1994-01-03-novacek_k.,102,0,17,0
11486,1994,1994-01-03,4,volkov_a.,bergstrom_c.,28,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-volkov_a.,1994-01-03-bergstrom_c.,18,0,52,0
11487,1994,1994-01-03,4,raoux_g.,fromberg_r.,32,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-raoux_g.,1994-01-03-fromberg_r.,85,0,40,0
11488,1994,1994-01-03,4,rafter_p.,steven_b.,31,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-rafter_p.,1994-01-03-steven_b.,66,0,43,0
11489,1994,1994-01-03,4,carlsen_k.,apell_j.,27,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-carlsen_k.,1994-01-03-apell_j.,92,0,152,0
11490,1994,1994-01-03,4,kulti_n.,rusedski_g.,22,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-kulti_n.,1994-01-03-rusedski_g.,46,0,50,0
11491,1994,1994-01-03,4,rikl_d.,morgan_j.,18,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-rikl_d.,1994-01-03-morgan_j.,95,0,64,0
11492,1994,1994-01-03,5,muster_t.,shelton_b.,16,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-muster_t.,1994-01-03-shelton_b.,9,0,97,0
11493,1994,1994-01-03,5,kulti_n.,rosset_m.,22,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-kulti_n.,1994-01-03-rosset_m.,46,0,16,0
11494,1994,1994-01-03,5,novacek_k.,adams_d.,18,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-novacek_k.,1994-01-03-adams_d.,17,0,222,0
11495,1994,1994-01-03,5,volkov_a.,gilbert_r.,18,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-volkov_a.,1994-01-03-gilbert_r.,18,0,81,0
11496,1994,1994-01-03,5,rikl_d.,mansdorf_a.,20,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-rikl_d.,1994-01-03-mansdorf_a.,95,0,25,0
11497,1994,1994-01-03,5,apell_j.,chesnokov_a.,20,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-apell_j.,1994-01-03-chesnokov_a.,152,0,27,0
11498,1994,1994-01-03,5,fromberg_r.,wilander_m.,27,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-fromberg_r.,1994-01-03-wilander_m.,40,0,330,0
11499,1994,1994-01-03,5,steven_b.,black_b.,17,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-steven_b.,1994-01-03-black_b.,43,0,84,0
11500,1994,1994-01-03,5,bergstrom_c.,gaudenzi_a.,17,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-bergstrom_c.,1994-01-03-gaudenzi_a.,52,0,60,0
11501,1994,1994-01-03,5,carlsen_k.,lareau_s.,21,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-carlsen_k.,1994-01-03-lareau_s.,92,0,131,0
11502,1994,1994-01-03,5,kafelnikov_y.,cash_p.,26,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-kafelnikov_y.,1994-01-03-cash_p.,102,0,,
11503,1994,1994-01-03,5,morgan_j.,nainkin_d.,32,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-morgan_j.,1994-01-03-nainkin_d.,64,0,163,0
11504,1994,1994-01-03,5,rafter_p.,damm_m.,19,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-rafter_p.,1994-01-03-damm_m.,66,0,80,0
11505,1994,1994-01-03,5,raoux_g.,enqvist_t.,22,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-raoux_g.,1994-01-03-enqvist_t.,85,0,88,0
11506,1994,1994-01-03,5,rusedski_g.,tramacchi_p.,20,Outdoor,Hard,32,1994-adelaide-hard,1994-01-03-rusedski_g.,1994-01-03-tramacchi_p.,50,0,233,0
