,year,date,round,winner,loser,games_played,court,surface,tourney_singles_draw,tournoi_unique_id,id_winner,id_loser,w_rank,w_points,l_rank,l_points
45036,2004,2004-01-05,1,hrbaty_d.,llodra_m.,16,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-hrbaty_d.,2004-01-05-llodra_m.,61,584,173,214
45037,2004,2004-01-05,2,llodra_m.,dent_t.,21,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-llodra_m.,2004-01-05-dent_t.,173,214,33,1045
45038,2004,2004-01-05,2,hrbaty_d.,nieminen_j.,18,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-hrbaty_d.,2004-01-05-nieminen_j.,61,584,36,980
45039,2004,2004-01-05,3,llodra_m.,spadea_v.,18,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-llodra_m.,2004-01-05-spadea_v.,173,214,29,1100
45040,2004,2004-01-05,3,dent_t.,johansson_t.,21,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-dent_t.,2004-01-05-johansson_t.,33,1045,,
45041,2004,2004-01-05,3,nieminen_j.,reid_t.,20,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-nieminen_j.,2004-01-05-reid_t.,36,980,243,145
45042,2004,2004-01-05,3,hrbaty_d.,saulnier_c.,23,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-hrbaty_d.,2004-01-05-saulnier_c.,61,584,86,423
45043,2004,2004-01-05,4,spadea_v.,arthurs_w.,32,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-spadea_v.,2004-01-05-arthurs_w.,29,1100,117,350
45044,2004,2004-01-05,4,johansson_t.,clement_a.,19,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-johansson_t.,2004-01-05-clement_a.,,,31,1065
45045,2004,2004-01-05,4,dent_t.,beck_k.,25,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-dent_t.,2004-01-05-beck_k.,33,1045,66,537
45046,2004,2004-01-05,4,nieminen_j.,sanguinetti_d.,23,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-nieminen_j.,2004-01-05-sanguinetti_d.,36,980,65,542
45047,2004,2004-01-05,4,hrbaty_d.,martin_a.,17,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-hrbaty_d.,2004-01-05-martin_a.,61,584,54,667
45048,2004,2004-01-05,4,llodra_m.,lapentti_n.,16,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-llodra_m.,2004-01-05-lapentti_n.,173,214,57,628
45049,2004,2004-01-05,4,reid_t.,sluiter_r.,17,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-reid_t.,2004-01-05-sluiter_r.,243,145,59,608
45050,2004,2004-01-05,4,saulnier_c.,rusedski_g.,16,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-saulnier_c.,2004-01-05-rusedski_g.,86,423,119,347
45051,2004,2004-01-05,5,reid_t.,ferreira_w.,13,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-reid_t.,2004-01-05-ferreira_w.,243,145,26,1125
45052,2004,2004-01-05,5,spadea_v.,melzer_j.,21,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-spadea_v.,2004-01-05-melzer_j.,29,1100,79,453
45053,2004,2004-01-05,5,clement_a.,hanescu_v.,17,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-clement_a.,2004-01-05-hanescu_v.,31,1065,70,515
45054,2004,2004-01-05,5,saulnier_c.,ginepri_r.,19,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-saulnier_c.,2004-01-05-ginepri_r.,86,423,32,1055
45055,2004,2004-01-05,5,dent_t.,horna_l.,17,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-dent_t.,2004-01-05-horna_l.,33,1045,64,548
45056,2004,2004-01-05,5,nieminen_j.,moodie_w.,35,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-nieminen_j.,2004-01-05-moodie_w.,36,980,82,445
45057,2004,2004-01-05,5,martin_a.,ancic_m.,35,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-martin_a.,2004-01-05-ancic_m.,54,667,74,475
45058,2004,2004-01-05,5,lapentti_n.,labadze_i.,19,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-lapentti_n.,2004-01-05-labadze_i.,57,628,72,503
45059,2004,2004-01-05,5,arthurs_w.,karlovic_i.,38,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-arthurs_w.,2004-01-05-karlovic_i.,117,350,73,489
45060,2004,2004-01-05,5,beck_k.,vahaly_b.,16,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-beck_k.,2004-01-05-vahaly_b.,66,537,75,470
45061,2004,2004-01-05,5,hrbaty_d.,benneteau_j.,17,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-hrbaty_d.,2004-01-05-benneteau_j.,61,584,138,268
45062,2004,2004-01-05,5,johansson_t.,rochus_c.,16,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-johansson_t.,2004-01-05-rochus_c.,,,84,436
45063,2004,2004-01-05,5,llodra_m.,burgsmuller_l.,17,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-llodra_m.,2004-01-05-burgsmuller_l.,173,214,76,470
45064,2004,2004-01-05,5,rusedski_g.,wawrinka_s.,18,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-rusedski_g.,2004-01-05-wawrinka_s.,119,347,171,216
45065,2004,2004-01-05,5,sanguinetti_d.,elsner_d.,14,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-sanguinetti_d.,2004-01-05-elsner_d.,65,542,152,250
45066,2004,2004-01-05,5,sluiter_r.,canas_g.,20,Outdoor,Hard,32,2004-adelaide-hard,2004-01-05-sluiter_r.,2004-01-05-canas_g.,59,608,272,124
45067,2004,2004-01-05,1,moya_c.,srichaphan_p.,32,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-moya_c.,2004-01-05-srichaphan_p.,7,2280,11,1595
45068,2004,2004-01-05,2,moya_c.,schalken_s.,19,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-moya_c.,2004-01-05-schalken_s.,7,2280,18,1445
45069,2004,2004-01-05,2,srichaphan_p.,robredo_t.,32,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-srichaphan_p.,2004-01-05-robredo_t.,11,1595,21,1295
45070,2004,2004-01-05,3,moya_c.,ascione_t.,20,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-moya_c.,2004-01-05-ascione_t.,7,2280,102,383
45071,2004,2004-01-05,3,srichaphan_p.,andreev_i.,22,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-srichaphan_p.,2004-01-05-andreev_i.,11,1595,88,417
45072,2004,2004-01-05,3,schalken_s.,mantilla_f.,33,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-schalken_s.,2004-01-05-mantilla_f.,18,1445,22,1265
45073,2004,2004-01-05,3,robredo_t.,lisnard_j.,23,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-robredo_t.,2004-01-05-lisnard_j.,21,1295,,
45074,2004,2004-01-05,4,moya_c.,goldstein_p.,32,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-moya_c.,2004-01-05-goldstein_p.,7,2280,107,370
45075,2004,2004-01-05,4,srichaphan_p.,levy_h.,16,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-srichaphan_p.,2004-01-05-levy_h.,11,1595,111,363
45076,2004,2004-01-05,4,schalken_s.,knowle_j.,18,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-schalken_s.,2004-01-05-knowle_j.,18,1445,164,225
45077,2004,2004-01-05,4,robredo_t.,carlsen_k.,16,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-robredo_t.,2004-01-05-carlsen_k.,21,1295,108,369
45078,2004,2004-01-05,4,mantilla_f.,van lottum_j.,33,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-mantilla_f.,2004-01-05-vanlottum_j.,22,1265,,
45079,2004,2004-01-05,4,andreev_i.,ferrer_d.,17,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-andreev_i.,2004-01-05-ferrer_d.,88,417,71,515
45080,2004,2004-01-05,4,lisnard_j.,dupuis_a.,21,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-lisnard_j.,2004-01-05-dupuis_a.,,,78,459
45081,2004,2004-01-05,4,ascione_t.,amritraj_p.,24,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-ascione_t.,2004-01-05-amritraj_p.,102,383,280,121
45082,2004,2004-01-05,5,moya_c.,okun_n.,19,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-moya_c.,2004-01-05-okun_n.,7,2280,168,219
45083,2004,2004-01-05,5,srichaphan_p.,montanes_a.,16,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-srichaphan_p.,2004-01-05-montanes_a.,11,1595,81,447
45084,2004,2004-01-05,5,schalken_s.,udomchoke_d.,22,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-schalken_s.,2004-01-05-udomchoke_d.,18,1445,162,236
45085,2004,2004-01-05,5,robredo_t.,tursunov_d.,35,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-robredo_t.,2004-01-05-tursunov_d.,21,1295,98,392
45086,2004,2004-01-05,5,mantilla_f.,vacek_j.,22,Outdoor,Hard,32,2004-chennai-hard,2004-01-05-mantilla_f.,2004-01-05-vacek_j.,22,1265,129,310
