,year,date,round,winner,loser,games_played,court,surface,tourney_singles_draw,tournoi_unique_id,id_winner,id_loser,w_rank,w_points,l_rank,l_points
72408,2011,2011-01-02,1,soderling_r.,roddick_a.,21,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-soderling_r.,2011-01-02-roddick_a.,,,,
72409,2011,2011-01-02,2,soderling_r.,stepanek_r.,21,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-soderling_r.,2011-01-02-stepanek_r.,,,,
72410,2011,2011-01-02,2,roddick_a.,anderson_k.,26,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-roddick_a.,2011-01-02-anderson_k.,,,,
72411,2011,2011-01-02,3,soderling_r.,ebden_m.,17,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-soderling_r.,2011-01-02-ebden_m.,,,,
72412,2011,2011-01-02,3,roddick_a.,baghdatis_m.,17,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-roddick_a.,2011-01-02-baghdatis_m.,,,,
72413,2011,2011-01-02,3,stepanek_r.,mayer_f.,18,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-stepanek_r.,2011-01-02-mayer_f.,,,,
72414,2011,2011-01-02,3,anderson_k.,giraldo_s.,27,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-anderson_k.,2011-01-02-giraldo_s.,,,,
72415,2011,2011-01-02,4,soderling_r.,berrer_m.,22,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-soderling_r.,2011-01-02-berrer_m.,,,,
72416,2011,2011-01-02,4,roddick_a.,dolgopolov_a.,17,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-roddick_a.,2011-01-02-dolgopolov_a.,,,,
72417,2011,2011-01-02,4,stepanek_r.,fish_m.,16,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-stepanek_r.,2011-01-02-fish_m.,,,,
72418,2011,2011-01-02,4,baghdatis_m.,kubot_l.,16,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-baghdatis_m.,2011-01-02-kubot_l.,,,,
72419,2011,2011-01-02,4,anderson_k.,lopez_f.,16,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-anderson_k.,2011-01-02-lopez_f.,,,,
72420,2011,2011-01-02,4,mayer_f.,berankis_r.,30,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-mayer_f.,2011-01-02-berankis_r.,,,,
72421,2011,2011-01-02,4,ebden_m.,istomin_d.,20,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-ebden_m.,2011-01-02-istomin_d.,,,,
72422,2011,2011-01-02,4,giraldo_s.,becker_b.,19,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-giraldo_s.,2011-01-02-becker_b.,,,,
72423,2011,2011-01-02,5,soderling_r.,harrison_r.,18,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-soderling_r.,2011-01-02-harrison_r.,,,,
72424,2011,2011-01-02,5,roddick_a.,matosevic_m.,17,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-roddick_a.,2011-01-02-matosevic_m.,,,,
72425,2011,2011-01-02,5,becker_b.,verdasco_f.,29,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-becker_b.,2011-01-02-verdasco_f.,,,,
72426,2011,2011-01-02,5,fish_m.,mannarino_a.,17,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-fish_m.,2011-01-02-mannarino_a.,,,,
72427,2011,2011-01-02,5,baghdatis_m.,serra_f.,31,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-baghdatis_m.,2011-01-02-serra_f.,,,,
72428,2011,2011-01-02,5,lopez_f.,petzschner_p.,23,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-lopez_f.,2011-01-02-petzschner_p.,,,,
72429,2011,2011-01-02,5,mayer_f.,tomic_b.,16,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-mayer_f.,2011-01-02-tomic_b.,,,,
72430,2011,2011-01-02,5,istomin_d.,de bakker_t.,23,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-istomin_d.,2011-01-02-debakker_t.,,,,
72431,2011,2011-01-02,5,anderson_k.,luczak_p.,20,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-anderson_k.,2011-01-02-luczak_p.,,,,
72432,2011,2011-01-02,5,berankis_r.,clement_a.,19,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-berankis_r.,2011-01-02-clement_a.,,,,
72433,2011,2011-01-02,5,berrer_m.,sela_d.,28,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-berrer_m.,2011-01-02-sela_d.,,,,
72434,2011,2011-01-02,5,dolgopolov_a.,andreev_i.,18,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-dolgopolov_a.,2011-01-02-andreev_i.,,,,
72435,2011,2011-01-02,5,ebden_m.,millman_j.,28,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-ebden_m.,2011-01-02-millman_j.,,,,
72436,2011,2011-01-02,5,giraldo_s.,simon_g.,17,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-giraldo_s.,2011-01-02-simon_g.,,,,
72437,2011,2011-01-02,5,kubot_l.,brands_d.,16,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-kubot_l.,2011-01-02-brands_d.,,,,
72438,2011,2011-01-02,5,stepanek_r.,kamke_t.,29,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-stepanek_r.,2011-01-02-kamke_t.,,,,
72439,2011,2011-01-02,6,mannarino_a.,ito_t.,31,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-mannarino_a.,2011-01-02-ito_t.,,,,
72440,2011,2011-01-02,6,berankis_r.,luczak_p.,29,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-berankis_r.,2011-01-02-luczak_p.,,,,
72441,2011,2011-01-02,6,ebden_m.,jones_g.,17,Outdoor,Hard,32,2011-brisbane-hard,2011-01-02-ebden_m.,2011-01-02-jones_g.,,,,
