,year,date,round,winner,loser,games_played,court,surface,tourney_singles_draw,tournoi_unique_id,id_winner,id_loser,w_rank,w_points,l_rank,l_points
54107,2007,2007-01-01,1,djokovic_n.,guccione_c.,32,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-djokovic_n.,2007-01-01-guccione_c.,16,1380,153,287
54108,2007,2007-01-01,2,djokovic_n.,johansson_j.,17,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-djokovic_n.,2007-01-01-johansson_j.,16,1380,193,202
54109,2007,2007-01-01,2,guccione_c.,martin del potro_j.,33,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-guccione_c.,2007-01-01-martindelpotro_j.,153,287,,
54110,2007,2007-01-01,3,djokovic_n.,goldstein_p.,22,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-djokovic_n.,2007-01-01-goldstein_p.,16,1380,70,526
54111,2007,2007-01-01,3,guccione_c.,gasquet_r.,29,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-guccione_c.,2007-01-01-gasquet_r.,153,287,18,1365
54112,2007,2007-01-01,3,martin del potro_j.,kunitsyn_i.,14,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-martindelpotro_j.,2007-01-01-kunitsyn_i.,,,94,438
54113,2007,2007-01-01,3,johansson_j.,spadea_v.,22,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-johansson_j.,2007-01-01-spadea_v.,193,202,73,514
54114,2007,2007-01-01,4,martin del potro_j.,hernych_j.,18,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-martindelpotro_j.,2007-01-01-hernych_j.,,,75,511
54115,2007,2007-01-01,4,goldstein_p.,luczak_p.,20,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-goldstein_p.,2007-01-01-luczak_p.,70,526,166,245
54116,2007,2007-01-01,4,guccione_c.,becker_b.,21,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-guccione_c.,2007-01-01-becker_b.,153,287,58,686
54117,2007,2007-01-01,4,jones_a.,hajek_j.,17,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-jones_a.,2007-01-01-hajek_j.,200,194,76,509
54118,2007,2007-01-01,4,kunitsyn_i.,vassallo arguello_m.,18,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-kunitsyn_i.,2007-01-01-vassalloarguello_m.,94,438,,
54119,2007,2007-01-01,4,mayer_f.,dancevic_f.,20,Outdoor,Hard,32,2007-adelaide-hard,2007-01-01-mayer_f.,2007-01-01-dancevic_f.,56,700,88,457
