player_name,birthdate,turned_pro,weight_kg,height_cm,handedness,backhand,percentage_aces,percentage_df,percentage_1stwon,percentage_bpsaved,percentage_bpobtained,percentage_bpconverted
fibak_w.,1952.08.03,,73.0,183.0,,,,,,,,
fichardt_g.,1965.07.07,,68.0,185.0,,,,,,,,
figueras_j.,1964.09.07,,,,,,,,,,,
fillolsr_j.,1946.06.03,1968.0,73.0,180.0,,,,,,,,
fillol_a.,1952.12.04,,75.0,178.0,,,,,,,,
fioroni_m.,1965.02.16,,75.0,180.0,,,,,,,,
fitzgerald_j.,1960.12.28,1980.0,77.0,183.0,,,0.02861168404053283,0.05364321757070242,0.6716213308369702,0.5399059934774222,0.09053166639221542,0.39361049304231116
flach_k.,1963.05.24,1983.0,75.0,185.0,,,0.09419401377933351,0.03938983473064595,0.7252569832519776,0.5091269841269841,0.060238379043881136,0.24901960784313726
fleming_p.,1955.01.21,,84.0,196.0,,,,,,,,
flego_i.,1961.12.13,,,,,,,,,,,
philippefleurian_j.,1965.09.11,1985.0,79.0,185.0,,,,,,,,
flur_m.,1962.06.08,,75.0,191.0,,,,,,,,
flynn_p.,1968.08.16,,77.0,183.0,,,,,,,,
foxworth_b.,1956.09.25,,70.0,180.0,,,,,,,,
forget_g.,1965.01.04,1982.0,80.0,191.0,,,0.10632708204080449,0.02716844016577003,0.7775506798931335,0.605437432488251,0.08477821121355317,0.41559993129832407
frawley_r.,1952.09.08,,77.0,185.0,,,,,,,,
frawley_j.,1965.07.04,,75.0,173.0,,,,,,,,
freyss_c.,1956.08.30,,85.0,183.0,,,,,,,,
frana_j.,1966.12.25,1986.0,77.0,185.0,,,0.07514577949121577,0.021734648914580317,0.7289098514839282,0.6151011581113164,0.08547165884226758,0.4315445964366294
freeman_m.,1960.03.30,,66.0,173.0,,,,,,,,
freund_o.,1962.11.07,,66.0,178.0,,,,,,,,
fromm_e.,1958.06.27,,77.0,178.0,,,,,,,,
fritz_b.,1953.10.05,,69.0,173.0,,,,,,,,
fukui_t.,1957.06.22,,59.0,170.0,,,,,,,,
fulwood_n.,1963.10.02,,73.0,185.0,,,,,,,,
fujii_t.,,,,,,,,,,,,
franco_a.,,,,,,,,,,,,
furlong_s.,1967.10.01,,76.0,185.0,,,,,,,,
fairlie_b.,1948.06.13,,,,,,,,,,,
fassbender_j.,1948.05.28,,,,,,,,,,,
faulk_s.,1947.06.01,,,,,,,,,,,
farrell_m.,1953.05.06,,,,,,,,,,,
fisher_r.,1951.03.29,,,,,,,,,,,
fletcher_i.,1948.12.01,,,,,,,,,,,
fort_j.,1949.09.28,,,,,,,,,,,
forbes_g.,1934.02.21,,,,,,,,,,,
franulovic_z.,1947.06.13,1969.0,,,Right-Handed,One-Handed Backhand,,,,,,
freer_b.,1951.03.09,,,,,,,,,,,
freedman_m.,1958.11.19,,,,,,,,,,,
friedler_e.,1954.09.08,,,,,,,,,,,
froehling_f.,1942.05.19,,77.0,191.0,,,,,,,,
frisher_t.,,,72.0,175.0,,,,,,,,
ferrer_f.,,,,,,,,,,,,
fishbach_m.,1954.12.01,,70.0,180.0,,,,,,,,
fritz_g.,,,,,,,,,,,,
franchitti_v.,,,,,,,,,,,,
fawcett_a.,,,,,,,,,,,,
freitas_n.,,,,,,,,,,,,
fitzgibbon_h.,1942.07.14,,,,,,,,,,,
fletcher_k.,1940.06.15,,,,,,,,,,,
albertofernandes_c.,,,,,,,,,,,,
fox_a.,1939.06.25,,75.0,173.0,,,,,,,,
frantz_d.,,,,,,,,,,,,
fraser_n.,1933.10.03,,,,,,,,,,,
furst_t.,,,,,,,,,,,,
fishbach_p.,1947.08.29,,66.0,180.0,,,,,,,,
franks_m.,1936.12.23,,73.0,178.0,,,,,,,,
fisher_c.,,,,,,,,,,,,
feldstedt_c.,,,,,,,,,,,,
falk_c.,1966.11.30,,70.0,188.0,,,,,,,,
falderbaum_f.,,,,,,,,,,,,
fauquier_h.,1942.01.01,,,,,,,,,,,
fraser_j.,,,,,,,,,,,,
fancutt_t.,1934.07.14,,,,,,,,,,,
furusho_e.,1968.07.06,,59.0,168.0,,,0.02666666666666667,0.06098360655737704,0.6009740259740259,0.5227272727272727,0.04021777309448542,0.625
fromberg_r.,1970.04.28,1988.0,88.0,196.0,,,0.09906662590763742,0.043755949810367296,0.7346316617417575,0.5849976721762133,0.08275472926238486,0.40771320320656185
folke_b.,,,,,,,,,,,,
filippini_m.,1967.08.04,1987.0,66.0,178.0,,,0.029500583529752482,0.026374539410546224,0.6494624723537769,0.5815782115852273,0.09884336278682593,0.41664570976504406
franco_d.,1970.01.30,,,,,,,,,,,
farrow_b.,1967.05.28,,68.0,170.0,,,0.04602275170361343,0.020952755810698127,0.7087170930663701,0.6584126984126983,0.053688261476165365,0.21978021978021978
fok_w.,,,,,,,,,,,,
filippeschi_m.,1967.08.15,,,,,,,,,,,
fallas_m.,,,,,,,,,,,,
fredborg_h.,1962.09.12,,73.0,183.0,,,,,,,,
floe_c.,,,,,,,,,,,,
fuchs_o.,1971.03.16,,73.0,180.0,,,,,,,,
flegl_v.,1967.06.24,1988.0,74.0,180.0,,,,,,,,
ferreira_e.,1970.02.19,1992.0,86.0,188.0,,,0.05783930778107141,0.07347840849558324,0.7245891704853112,0.6080212786869134,0.08001069093670943,0.43311688311688307
failla_g.,1968.03.09,,61.0,180.0,,,,,,,,
flach_d.,1970.08.10,,68.0,183.0,,,0.0376250751005377,0.04420231302748859,0.6526983939902581,0.525460534835535,0.08619918950779021,0.42585456364228735
ferreira_w.,1971.09.15,1989.0,85.0,185.0,,,0.08552953135502987,0.0357954919262586,0.7394203451850304,0.5856080979499086,0.09131622549078786,0.4218379191900844
furlan_r.,1970.05.17,1988.0,70.0,175.0,,,0.04262319551710586,0.024304160637911056,0.67480414562722,0.5467962668309624,0.09459722921485082,0.44169296398341557
fontang_f.,1970.03.18,1989.0,70.0,183.0,,,0.01278196402015695,0.0254348113818235,0.5811604899509133,0.49806396713891127,0.10494363182993495,0.42837386702932906
fernandez_o.,1972.12.07,1991.0,66.0,175.0,,,0.0277636724579346,0.04679624097000949,0.6372226550721461,0.5340581136035681,0.07859649657379397,0.44414216205660045
fetterlein_f.,1970.07.11,,78.0,191.0,,,0.05812978706123721,0.05776582460717622,0.6890857046068121,0.5537865950249128,0.08087187508890958,0.39774984483631093
fikas_a.,,,,,,,0.057948467058056105,0.03422700587084149,0.6828171828171828,0.5714285714285714,0.07958414872798436,0.35714285714285715
foster_a.,1972.03.16,,80.0,191.0,,,0.09563859933473687,0.06040518451889422,0.7947428594173575,0.7581410256410256,0.055402976568662096,0.3904354904354905
friedman_s.,,,,,,,,,,,,
faria_r.,,,,,,,0.0410958904109589,0.1095890410958904,0.6486486486486487,0.75,0.0,
fischtel_u.,,,,,,,,,,,,
finnberg_a.,1971.04.05,,,,,,0.05426667894753001,0.04620981855024408,0.7576224504844161,0.47000000000000003,0.03927087728100283,0.35714285714285715
farcas_r.,1971.12.11,1990.0,,,,,0.01818181818181818,0.0,0.5652173913043478,0.42857142857142855,0.078125,0.4
fairchild_j.,1947.03.11,,,,,,,,,,,
fritz_h.,1951.02.19,,,,,,,,,,,
ferreira_j.,1986.04.03,,,,,,,,,,,
fragoso_b.,1972.11.23,,,,,,0.04060882800608828,0.04246575342465753,0.6563636363636364,0.5277777777777778,0.05382039573820396,0.375
falenti_r.,1973.02.15,,,,,,0.10714285714285714,0.017857142857142856,0.6,0.42857142857142855,0.0,
fredriksson_p.,1973.05.16,1995.0,76.0,185.0,,,0.057976151714619575,0.07557141143305586,0.683973179234293,0.4907540761707429,0.08113666568427257,0.41880458722563985
fernandez_r.,1978.01.12,,,,,,0.07692307692307693,0.08974358974358974,0.7560975609756098,0.5,0.10526315789473684,0.125
flygt_k.,1976.06.15,,,,,,0.03807130138380138,0.035971993284493284,0.6522079026976534,0.5328671328671328,0.07503907402183307,0.40606060606060607
fukarek_o.,1977.01.18,1995.0,78.0,191.0,,,0.05714894777576144,0.04981540438310209,0.6657222033097359,0.5244646464646465,0.07130439748194908,0.40681246857717446
friedl_l.,1977.01.01,1997.0,80.0,183.0,,,0.04055694627537411,0.04278953123921748,0.651645076158554,0.4053300865800866,0.10433427686684868,0.3415178571428571
fogues_f.,1977.08.06,1998.0,82.0,191.0,,,0.030752916224814422,0.027448397013614404,0.5961240310077519,0.5128205128205128,0.08252260195510669,0.4444444444444445
fahlke_a.,1979.05.30,1996.0,82.0,185.0,,,0.058823529411764705,0.08823529411764706,0.6511627906976745,0.7857142857142857,0.08620689655172414,0.19999999999999996
fisher_a.,1975.09.25,1998.0,78.0,183.0,,,,,,,,
freelove_o.,1977.03.05,,,,,,0.14285714285714285,0.10204081632653061,0.8181818181818182,0.7777777777777778,0.0673076923076923,0.1428571428571429
fraile_g.,1978.04.07,,82.0,180.0,,,0.017743461086926135,0.01879807300856411,0.6115858363596365,0.4190917107583774,0.07666676893706163,0.3053977272727273
carlosferrero_j.,1980.02.12,1998.0,73.0,183.0,Right-Handed,Two-Handed Backhand,,,,,,
fitz_s.,1979.08.12,,,,,,0.06666666666666667,0.022222222222222223,0.7049180327868853,0.6666666666666666,0.07291666666666667,0.1428571428571429
federer_r.,1981.08.08,1998.0,85.0,185.0,Right-Handed,One-Handed Backhand,0.10105694758077866,0.02421358569985782,0.7784688705897912,0.6659366322182039,0.10079929203504016,0.4520486988329215
syed_f.,1974.10.18,1998.0,,,,,0.06779032817965766,0.031903655638334805,0.6962214739992518,0.6111111111111112,0.07176052765093861,0.375
fukuda_k.,1976.04.14,,,,,,,,,,,
fleishman_z.,1980.03.17,2000.0,84.0,188.0,,,0.07889504398151662,0.04940196231898877,0.689632494450214,0.5225147537647536,0.05865147720428826,0.39314015151515147
fish_m.,1981.12.09,2000.0,82.0,188.0,Right-Handed,Two-Handed Backhand,0.12580938658168334,0.03729751285764748,0.7714036012052395,0.6115796161954626,0.08416980339378495,0.4261591311131386
christophefaurel_j.,1981.03.06,2000.0,69.0,175.0,,,,,,,,
fasching_a.,1981.01.01,,,,,,0.0,0.03389830508474576,0.6222222222222222,0.4,0.06557377049180328,0.25
froberg_j.,1981.04.11,,,,,,0.07142857142857142,0.03869047619047619,0.7759856630824373,0.5625,0.05848153214774282,0.3
fyrstenberg_m.,1980.07.08,2001.0,80.0,191.0,,,0.05694351016468813,0.03890272198965493,0.6793753865182436,0.5548469387755103,0.07783586756974467,0.39285714285714285
francis_a.,1982.02.06,2005.0,86.0,196.0,,,,,,,,
fornellmestres_m.,1982.01.26,,,,Right-Handed,Two-Handed Backhand,,,,,,
fischer_h.,1980.12.11,,,,,,,,,,,
paulfruttero_j.,1981.04.30,2003.0,79.0,185.0,Right-Handed,One-Handed Backhand,,,,,,
fleischfresser_t.,1979.03.23,,,,,,0.0,0.0196078431372549,0.42857142857142855,0.25,0.1,0.19999999999999996
felder_m.,1984.07.09,,64.0,,Right-Handed,One-Handed Backhand,0.062429223744292224,0.03243835616438357,0.7136363636363641,0.65,0.08591780821917815,0.4
ferrer_d.,1982.04.02,2000.0,73.0,175.0,Right-Handed,Two-Handed Backhand,0.03651302582196893,0.03395602128186955,0.6936125930752285,0.593980665713612,0.10956650601199355,0.4629093077790675
fiske_s.,1948.08.23,,,,,,,,,,,
fremiot_p.,,,,,,,,,,,,
fillol_j.,1976.11.03,,,,,,,,,,,
flock_a.,1983.05.15,2001.0,80.0,191.0,,,,,,,,
filenkov_a.,1981.05.17,,,,,,,,,,,
ferreiro_f.,1984.07.01,2002.0,82.0,188.0,,,0.03623998842091204,0.04355738841495964,0.6684579436176151,0.6275568181818182,0.07031719522128688,0.4829861111111111
fabbri_a.,1982.10.27,,,,,,,,,,,
falla_a.,1983.11.14,2000.0,77.0,185.0,Left-Handed,Two-Handed Backhand,0.04568443591968036,0.03468126579338824,0.6667460728121675,0.5534623341405703,0.08421898090687363,0.42548035677405727
flanagan_i.,1982.01.15,,,,,,0.08033637502236536,0.020153569130853536,0.7052209007158953,0.6666666666666667,0.024531024531024532,0.5833333333333334
ferguson_j.,,,,,,,,,,,,
fleury_n.,,,,,,,,,,,,
fichtel_k.,,,,,,,,,,,,
fleming_c.,1984.08.13,,80.0,188.0,Right-Handed,Two-Handed Backhand,0.06922341755091038,0.028512265052564507,0.7415640674874601,0.5984848484848485,0.10854030501089325,0.35281385281385286
froman_i.,1937.05.06,,,,,,,,,,,
manuelflores_l.,1985.02.01,,,,Left-Handed,Two-Handed Backhand,,,,,,
fontana_d.,,,,,,,,,,,,
flood_b.,,,,,,,,,,,,
frantzen_r.,1982.04.18,,70.0,185.0,Left-Handed,Two-Handed Backhand,,,,,,
fetov_m.,1984.08.30,,,,,,,,,,,
french_b.,,,,,,,,,,,,
feeney_a.,1985.03.07,,70.0,178.0,,,,,,,,
figueroa_p.,1985.04.18,,,,,,,,,,,
folz_b.,,,,,,,,,,,,
farah_r.,1987.01.20,2010.0,91.0,191.0,Right-Handed,Two-Handed Backhand,0.07708953395124575,0.03352391683047084,0.6497887534283209,0.5997391497391497,0.07093320456717253,0.43590576090576094
fognini_f.,1987.05.24,2004.0,74.0,178.0,Right-Handed,Two-Handed Backhand,0.04171239450379618,0.048723114734295817,0.6773082935149919,0.5452893576398942,0.09670180738527859,0.4477990633674393
fernandes_j.,1987.04.03,,,,,,,,,,,
fugate_m.,1988.01.22,,,,,,,,,,,
friscic_u.,,,,,,,,,,,,
futternecht_u.,,,,,,,,,,,,
fletcher_p.,,,,,,,,,,,,
fattar_a.,1987.05.12,,,,,,0.05333333333333334,0.04,0.6590909090909091,0.5,0.0547945205479452,0.25
fahgen_r.,1986.03.23,,,,,,,,,,,
fabbiano_t.,1989.05.26,2005.0,69.0,173.0,Right-Handed,Two-Handed Backhand,0.02347038347463673,0.037697834788237364,0.64357475618964,0.5480101294054784,0.08542610200473194,0.3750927255128935
fischer_m.,1986.07.21,2005.0,71.0,180.0,,,0.036172685383069794,0.02986350893559172,0.6287596841477058,0.5216606726606726,0.08736175156472249,0.4679044289044289
fischer_p.,1985.08.07,,,,,,,,,,,
falcao_g.,1988.02.22,,77.0,,,,,,,,,
farronmahon_t.,1987.05.26,,71.0,,,,,,,,,
feitosa_p.,1988.07.29,2006.0,72.0,178.0,,,,,,,,
fidirko_n.,1987.06.15,,85.0,185.0,,,0.05555555555555555,0.1111111111111111,0.5,0.375,0.0,
franciscofelix_j.,1982.04.09,,68.0,178.0,Right-Handed,One-Handed Backhand,,,,,,
fetov_i.,1988.04.29,,,,,,,,,,,
frost_i.,1989.01.06,,,,,,,,,,,
fransen_s.,1988.08.08,,,,,,,,,,,
fitzpatrick_a.,1989.04.06,,,,,,,,,,,
fafek_d.,1989.09.19,,,,,,,,,,,
fogleman_t.,1987.06.17,,,,,,,,,,,
fufygin_m.,1990.05.13,,,,,,,,,,,
feret_a.,1990.04.09,,,,,,,,,,,
fernandes_t.,1993.01.29,,,,,,,,,,,
frandji_p.,1988.12.06,,,,,,,,,,,
fowler_h.,1991.12.23,,,,,,,,,,,
fucsovics_m.,1992.02.08,2010.0,82.0,188.0,Right-Handed,Two-Handed Backhand,0.05725718857042657,0.0393011373233262,0.7049248955117698,0.5895590831032398,0.09699133215871103,0.4203912696696921
franjicevic_m.,1990.04.12,,,,,,,,,,,
fynn_m.,1985.04.16,,75.0,183.0,Right-Handed,One-Handed Backhand,,,,,,
franklin_m.,,,,,,,,,,,,
fleming_d.,1992.04.05,,66.0,,Right-Handed,Two-Handed Backhand,,,,,,
frank_m.,1992.10.16,,79.0,185.0,Right-Handed,Two-Handed Backhand,,,,,,
fortuna_c.,1990.04.19,,,,,,,,,,,
fallert_f.,1992.05.25,,73.0,183.0,,,,,,,,
junfacchinitakemoto_t.,1992.11.15,,,,Right-Handed,Two-Handed Backhand,,,,,,
fickentscher_h.,,,,,,,,,,,,
firmin_e.,1990.07.11,,,,Right-Handed,Two-Handed Backhand,,,,,,
farcas_i.,1991.03.27,,,,,,,,,,,
feng_h.,1993.02.11,,78.0,191.0,Right-Handed,Two-Handed Backhand,,,,,,
fong_b.,1992.06.04,,71.0,180.0,Right-Handed,One-Handed Backhand,,,,,,
fraitzl_e.,1987.07.16,,,,,,,,,,,
feitt_f.,1992.09.03,,83.0,193.0,Right-Handed,Two-Handed Backhand,,,,,,
fratangelo_b.,1993.07.19,2012.0,79.0,183.0,Right-Handed,Two-Handed Backhand,0.06187246649398849,0.042585886833028934,0.677337882800695,0.5597080866978826,0.0773661116969833,0.3997045611393438
favier_b.,1990.10.02,,,,,,,,,,,
fiacan_s.,1994.03.29,,75.0,,Right-Handed,Two-Handed Backhand,,,,,,
fournerie_t.,1997.03.06,,,,Right-Handed,Two-Handed Backhand,,,,,,
french_k.,,,,,,,,,,,,
frymann_p.,,,,,,,,,,,,
fine_s.,,,,,,,,,,,,
funtera_r.,1948.08.30,,,,,,,,,,,
field_f.,1929.02.06,,,,,,,,,,,
finger_r.,1956.04.17,,,,,,,,,,,
fearmon_u.,,,,,,,,,,,,
fitzsimmons_u.,,,,,,,,,,,,
foley_d.,,,,,,,,,,,,
fitzsimon_p.,,,,,,,,,,,,
fearon_r.,,,,,,,,,,,,
funes_a.,1927.11.10,,,,,,,,,,,
freer_w.,1951.03.09,,,,,,,,,,,
fanowries_a.,,,,,,,,,,,,
ford_b.,,,,,,,,,,,,
frost_r.,,,,,,,,,,,,
foster_s.,,,,,,,,,,,,
fine_a.,,,,,,,,,,,,
fujii_m.,1939.12.16,,,,,,,,,,,
fentress_l.,,,,,,,,,,,,
flam_h.,1928.11.07,,,,,,,,,,,
figg_k.,,,,,,,,,,,,
frost_j.,,,,,,,,,,,,
french_o.,,,,,,,,,,,,
fawaz_k.,1942.05.10,,,,,,,,,,,
fox_m.,,,,,,,,,,,,
farrin_j.,,,,,,,,,,,,
pierrefroment_j.,,,,,,,,,,,,
freedhoff_h.,,,,,,,,,,,,
froesch_m.,1932.08.18,,,,,,,,,,,
flanders_l.,,,,,,,,,,,,
ford_e.,,,,,,,,,,,,
fleitz_j.,,,,,,,,,,,,
frankland_p.,,,,,,,,,,,,
fachini_g.,,,,,,,,,,,,
foster_e.,,,,,,,,,,,,
freeman_c.,,,,,,,,,,,,
follveider_m.,,,,,,,,,,,,
freeman_h.,,,,,,,,,,,,
feldbausch_f.,1931.02.24,,,,,,,,,,,
farrer_b.,,,,,,,,,,,,
favieres_a.,,,,,,,,,,,,
freedman_r.,,,,,,,,,,,,
furlong_o.,,,,,,,,,,,,
figueira_c.,,,,,,,,,,,,
flye_d.,1933.02.17,,,,,,,,,,,
forbes_j.,,,,,,,,,,,,
filby_e.,,,,,,,,,,,,
freishtat_d.,,,,,,,,,,,,
falkenburg_r.,1926.01.29,,,,,,,,,,,
forbes_r.,,,,,,,,,,,,
frances_a.,,,,,,,,,,,,
feret_p.,1901.07.27,,,,,,,,,,,
ferrer_c.,,,,,,,,,,,,
fornstedt_b.,1926.02.04,,,,,,,,,,,
freling_j.,1926.04.18,,,,,,,,,,,
fine_r.,,,,,,,,,,,,
fischl_a.,1931.05.27,,,,,,,,,,,
fawcus_c.,,,,,,,,,,,,
fisher_f.,,,,,,,,,,,,
fujikura_g.,1919.09.26,,,,,,,,,,,
forsman_p.,1917.08.01,,,,,,,,,,,
finkelkraut_y.,,,,,,,,,,,,
fannin_e.,1919.01.01,,,,,,,,,,,
feher_k.,,,,,,,,,,,,
frolik_j.,1921.06.18,,,,,,,,,,,
fernandes_m.,1921.09.29,,,,,,,,,,,
fitt_g.,,,,,,,,,,,,
frankenberg_d.,,,,,,,,,,,,
freak_e.,,,,,,,,,,,,
fedostiani_a.,,,,,,,,,,,,
fitchett_b.,,,,,,,,,,,,
fisher_h.,1901.05.04,,,,,,,,,,,
flynn_t.,,,,,,,,,,,,
farquharson_n.,1907.07.18,,,,,,,,,,,
fischer_c.,,,,,,,,,,,,
frigyesy_t.,,,,,,,,,,,,
felan_r.,,,,,,,,,,,,
fishbach_j.,,,,,,,,,,,,
falkenburg_t.,,,,,,,,,,,,
freeman_d.,,,,,,,,,,,,
froehlingi_f.,,,,,,,,,,,,
fasano_a.,1998.06.28,,79.0,183.0,Right-Handed,One-Handed Backhand,,,,,,
farrell_f.,,,,,,,,,,,,
finnigan_b.,,,,,,,,,,,,
frame_d.,,,,,,,,,,,,
foreman_j.,,,,,,,,,,,,
freisenbruch_w.,,,,,,,,,,,,
fontes_r.,,,,,,,,,,,,
france_g.,,,,,,,,,,,,
freshwater_d.,,,,,,,,,,,,
freeman_w.,,,,,,,,,,,,
frank_g.,,,,,,,,,,,,
fujikura_j.,,,,,,,,,,,,
ferenczy_m.,,,,,,,,,,,,
feibleman_w.,,,,,,,,,,,,
fowler_a.,,,,,,,,,,,,
friedman_b.,,,,,,,,,,,,
fiala_f.,,,,,,,,,,,,
alifyzee_a.,1883.08.28,,,,,,,,,,,
flaherty_j.,,,,,,,,,,,,
flury_e.,,,,,,,,,,,,
frowen_j.,,,,,,,,,,,,
ferrier_m.,,,,,,,,,,,,
alifyzee_h.,1879.10.09,,,,,,,,,,,
ferro_r.,,,,,,,,,,,,
fisher_k.,,,,,,,,,,,,
fussell_d.,,,,,,,,,,,,
froitzheim_o.,1884.04.23,,,,,,,,,,,
frenz_f.,,,,,,,,,,,,
ford_r.,,,,,,,,,,,,
feuer_g.,,,,,,,,,,,,
fysh_p.,,,,,,,,,,,,
fetheringham_r.,,,,,,,,,,,,
fogarty_m.,,,,,,,,,,,,
fogarty_l.,,,,,,,,,,,,
fisher_j.,,,,,,,,,,,,
foley_w.,,,,,,,,,,,,
fenno_j.,,,,,,,,,,,,
flaquer_e.,1894.09.04,,,,,,,,,,,
fotheringham_w.,,,,,,,,,,,,
fournier_m.,,,,,,,,,,,,
fletcher_g.,,,,,,,,,,,,
fukuda_m.,1897.05.04,,,,,,,,,,,
fussell_h.,,,,,,,,,,,,
field_n.,,,,,,,,,,,,
fitchett_t.,,,,,,,,,,,,
finlayson_c.,,,,,,,,,,,,
fitts_c.,,,,,,,,,,,,
forsaith_u.,,,,,,,,,,,,
fairbridge_u.,,,,,,,,,,,,
franklin_s.,,,,,,,,,,,,
fuller_t.,,,,,,,,,,,,
flavelle_j.,,,,,,,,,,,,
fall_f.,,,,,,,,,,,,
fisher_l.,,,,,,,,,,,,
fischer_w.,,,,,,,,,,,,
fox_j.,,,,,,,,,,,,
felstiner_w.,,,,,,,,,,,,
fox_f.,,,,,,,,,,,,
fulton_t.,,,,,,,,,,,,
fixman_e.,,,,,,,,,,,,
french_l.,,,,,,,,,,,,
frelinghuysen_f.,,,,,,,,,,,,
forster_h.,,,,,,,,,,,,
frankenburg_f.,,,,,,,,,,,,
franckenstein_b.,,,,,,,,,,,,
fuller_j.,,,,,,,,,,,,
fottrell_e.,,,,,,,,,,,,
foulkes_j.,,,,,,,,,,,,
field_d.,,,,,,,,,,,,
foster_b.,,,,,,,,,,,,
ferguson_c.,,,,,,,,,,,,
frailey_c.,,,,,,,,,,,,
ferrier_u.,,,,,,,,,,,,
fosdick_p.,,,,,,,,,,,,
fearing_f.,,,,,,,,,,,,
fowles_u.,,,,,,,,,,,,
felton_c.,,,,,,,,,,,,
fraser_r.,,,,,,,,,,,,
frank_e.,,,,,,,,,,,,
foster_p.,,,,,,,,,,,,
feitshans_f.,,,,,,,,,,,,
french_f.,,,,,,,,,,,,
frailey_g.,,,,,,,,,,,,
fischer_e.,,,,,,,,,,,,
freeman_l.,,,,,,,,,,,,
frailey_e.,,,,,,,,,,,,
finley_w.,,,,,,,,,,,,
french_s.,,,,,,,,,,,,
fellows_h.,,,,,,,,,,,,
frederiksen_o.,,,,,,,,,,,,
fox_c.,,,,,,,,,,,,
fowler_g.,,,,,,,,,,,,
fahnstock_s.,,,,,,,,,,,,
fielding_m.,,,,,,,,,,,,
fortescue_h.,,,,,,,,,,,,
foster_h.,,,,,,,,,,,,
fowler_j.,,,,,,,,,,,,
franklin_h.,,,,,,,,,,,,
fosdick_c.,,,,,,,,,,,,
flourney_b.,,,,,,,,,,,,
foster_f.,,,,,,,,,,,,
fitton_p.,,,,,,,,,,,,
fleming_h.,,,,,,,,,,,,
fosbery_h.,,,,,,,,,,,,
finlason_c.,,,,,,,,,,,,
freshman_e.,,,,,,,,,,,,
foulke_w.,,,,,,,,,,,,
fuller_a.,,,,,,,,,,,,
fitzgerald_l.,,,,,,,,,,,,
foote_a.,,,,,,,,,,,,
fuller_d.,,,,,,,,,,,,
farrer_c.,,,,,,,,,,,,
follett_b.,,,,,,,,,,,,
fenwick_m.,,,,,,,,,,,,
fairlie_f.,,,,,,,,,,,,
farrer_r.,,,,,,,,,,,,
floyd_w.,,,,,,,,,,,,
fearing_g.,,,,,,,,,,,,
fowler_w.,,,,,,,,,,,,
fox_s.,,,,,,,,,,,,
fischer_r.,,,,,,,,,,,,
farnum_c.,,,,,,,,,,,,
ganzabal_a.,1960.02.16,,73.0,180.0,,,,,,,,
fritz_t.,1997.10.28,2015.0,84.0,193.0,Right-Handed,Two-Handed Backhand,0.11518517714802107,0.03164756763036349,0.7484291568788537,0.5774896988047278,0.07819898614754607,0.37303707084828835
garciarequena_j.,1955.07.23,,,,,,,,,,,
garetto_g.,1965.07.23,,82.0,191.0,,,,,,,,
gattiker_a.,1958.05.05,,73.0,180.0,,,,,,,,
gattiker_c.,1956.06.06,,77.0,175.0,,,,,,,,
gerulaitis_v.,1954.07.26,,70.0,183.0,,,,,,,,
gehring_r.,1955.11.25,,79.0,185.0,,,,,,,,
gerard_s.,,,,,,,,,,,,
geyer_c.,1964.04.12,,72.0,183.0,,,,,,,,
giammalvajr_s.,1963.03.24,,75.0,178.0,,,,,,,,
giammalva_t.,1958.04.21,,88.0,191.0,,,,,,,,
gildemeister_h.,1956.02.09,,85.0,180.0,,,,,,,,
gilbert_b.,1961.08.09,1982.0,79.0,185.0,,,0.07016734086274631,0.044148931035334134,0.7213916483253857,0.5791931313066895,0.09492282257444414,0.45077987280464066
gimenez_a.,1955.10.10,,57.0,163.0,,,,,,,,
gitlin_d.,1958.05.26,,75.0,178.0,,,,,,,,
glickstein_s.,1958.01.06,,93.0,188.0,,,,,,,,
goes_j.,1955.10.25,,70.0,180.0,,,,,,,,
gonzalez_f.,1955.11.19,,88.0,193.0,,,0.0841381280017144,0.049478882487992835,0.7443656396344089,0.6256138281842831,0.08854355146419438,0.42624774045860936
goldie_d.,1963.10.03,,79.0,188.0,,,0.03487353600217222,0.08961823225822296,0.6896606169591251,0.5785342534703147,0.07828429674177362,0.4278782811391508
gomez_a.,1960.02.27,1979.0,84.0,193.0,,,0.07347645737212792,0.039617774909745995,0.7201737092471417,0.5999468178879944,0.09444277174677897,0.44446032955648324
gonzalez_a.,,,,,,,0.04947424746461629,0.03471470558052014,0.6547595871845974,0.5393108055122012,0.07548211911604787,0.37910358319841087
goodall_j.,1967.01.23,,80.0,185.0,,,0.09701069425621062,0.04902748785516458,0.7418488755201085,0.47796942640692636,0.04399063356444748,0.3988095238095238
aureliogorriz_m.,1964.03.04,1989.0,80.0,185.0,,,,,,,,
gottfried_b.,1952.01.27,,75.0,183.0,Right-Handed,One-Handed Backhand,,,,,,
goven_g.,1948.04.26,,61.0,173.0,,,,,,,,
graham_d.,1962.08.04,,79.0,180.0,,,,,,,,
grabb_j.,1964.04.14,1986.0,82.0,193.0,,,0.08058629539628856,0.04486129894878052,0.7193001311204335,0.5912408033465502,0.07891842256017018,0.39669975797562573
grandjean_j.,,,,,,,,,,,,
granat_j.,1955.01.28,,80.0,185.0,,,,,,,,
greenwood_b.,1964.10.06,,77.0,178.0,,,,,,,,
greenan_m.,,,,,,,,,,,,
green_b.,1960.03.25,,82.0,193.0,,,,,,,,
green_w.,,,,,,,,,,,,
guedes_r.,1953.11.03,,,,,,,,,,,
